Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Crazy Rich Asians,2018,120,PG-13,6.9,74,"185,570"
Fantastic Beasts and Where to Find Them,2016,132,PG-13,7.2,66,"499,105"
The Proposal,2009,108,PG-13,6.7,48,"348,496"
Master Gardener,2022,111,R,6.2,63,"7,225"
Blade,2025,N/A,,,,N/A
Paddington,2014,95,PG,7.3,77,"128,636"
In Bruges,2008,107,R,7.9,67,"454,207"
A Million Miles Away,2023,121,PG,7.3,62,"17,464"
The Ballad of Buster Scruggs,2018,133,R,7.3,79,"163,296"
Jumanji: Welcome to the Jungle,2017,119,PG-13,6.9,58,"412,317"
Grown Ups 2,2013,101,PG-13,5.4,19,"165,733"
The Lesson,2023,103,R,6.3,62,"1,226"
Cloud Atlas,2012,172,R,7.4,55,"371,150"
Sweet Home Alabama,2002,108,PG-13,6.2,45,"121,419"
The Lincoln Lawyer,2011,118,R,7.3,63,"250,500"
Far from Heaven,2002,107,PG-13,7.3,84,"48,598"
A Walk in the Woods,2015,104,R,6.4,51,"28,983"
Blue Velvet,1986,120,R,7.7,75,"211,443"
Scrooge,1970,113,G,7.5,58,"12,018"
Skyfall,2012,143,PG-13,7.8,81,"721,887"
Alice in Wonderland,2010,108,PG,6.4,53,"434,458"
Talladega Nights: The Ballad of Ricky Bobby,2006,108,PG-13,6.6,66,"196,085"
Birth,2004,100,R,6.2,51,"38,798"
The Time Traveler's Wife,2009,107,PG-13,7.1,47,"156,299"
Bodies Bodies Bodies,2022,94,R,6.2,69,"61,472"
Donnie Brasco,1997,127,R,7.7,76,"326,110"
American Sniper,2014,133,R,7.3,72,"519,123"
The Batman Part II,2025,N/A,,,,N/A
Nightmare Alley,2021,150,R,7.0,70,"160,205"
Frozen II,2019,103,PG,6.8,64,"188,973"
Cashback,2006,102,R,7.1,54,"89,946"
Licorice Pizza,2021,133,R,7.1,90,"135,760"
Zombieland,2009,88,R,7.6,73,"609,717"
Chicago,2002,113,PG-13,7.2,81,"239,975"
Click,2006,107,PG-13,6.4,45,"350,362"
Weird: The Al Yankovic Story,2022,108,TV-14,6.9,70,"35,635"
Life,2017,104,R,6.6,54,"247,284"
2012,2009,158,PG-13,5.8,49,"392,606"
Everest,2015,121,PG-13,7.1,64,"228,142"
The Karate Kid,1984,126,PG,7.3,60,"239,795"
The Retirement Plan,2023,103,R,5.0,,"3,556"
JFK,1991,189,R,8.0,72,"167,129"
Bad Santa 2,2016,92,R,5.6,38,"27,700"
The Untouchables,1987,119,R,7.8,79,"325,883"
Somewhere in Queens,2022,106,R,6.8,61,"3,698"
Mad Max: The Wasteland,,N/A,,,,N/A
The 40-Year-Old Virgin,2005,116,R,7.1,73,"458,962"
Everyone Says I Love You,1996,101,R,6.7,,"38,883"
White Chicks,2004,109,PG-13,5.8,41,"159,249"
Spectre,2015,148,PG-13,6.8,60,"459,768"
Lethal Weapon,1987,109,R,7.6,68,"271,913"
The Royal Hotel,2023,91,R,5.9,77,"5,686"
Muzzle,2023,100,,5.4,,"1,694"
Event Horizon,1997,96,R,6.6,35,"193,473"
Burn,2019,88,R,5.7,50,"6,580"
The Green Knight,2021,130,R,6.6,85,"112,318"
Stalker,1979,162,Not Rated,8.1,85,"141,897"
Sleepless in Seattle,1993,105,PG,6.8,72,"187,413"
Amélie,2001,122,R,8.3,69,"783,787"
Cannibal Holocaust,1980,95,Unrated,5.8,22,"59,914"
The Lives of Others,2006,137,R,8.4,89,"404,464"
Ready or Not,2019,95,R,6.9,64,"175,227"
National Treasure,2004,131,PG,6.9,40,"349,539"
Suitable Flesh,2023,100,,5.3,64,"2,480"
The NeverEnding Story,1984,102,PG,7.3,46,"153,585"
Dunki,2023,160,,,,N/A
Beautiful Boy,2018,120,R,7.4,62,"93,320"
The Snowman,2017,119,R,5.2,23,"70,368"
Venom,2018,112,PG-13,6.6,35,"525,181"
Suzume,2022,122,PG,7.7,77,"30,313"
Minari,2020,115,PG-13,7.4,89,"92,670"
Juno,2007,96,PG-13,7.5,81,"542,785"
Highlander,1986,116,R,7.0,24,"144,633"
Upgrade,2018,100,R,7.5,67,"201,323"
Kannur Squad,2023,161,,7.8,,"5,756"
OMG 2,2023,156,,7.6,,"35,176"
Diary of a Wimpy Kid,2010,94,PG,6.2,56,"56,688"
Little Miss Sunshine,2006,101,R,7.8,80,"508,269"
Christmas in Connecticut,1945,101,Approved,7.3,64,"11,312"
Shang-Chi and the Legend of the Ten Rings,2021,132,PG-13,7.4,71,"422,263"
The Cabin in the Woods,2011,95,R,7.0,72,"442,902"
Thunderbolts,2025,N/A,,,,N/A
Tangled,2010,100,PG,7.7,71,"483,440"
Mamma Mia!,2008,108,PG-13,6.5,51,"266,432"
From Here to Eternity,1953,118,Passed,7.6,85,"50,076"
The Black Phone,2021,103,R,6.9,65,"182,108"
12 Years a Slave,2013,134,R,8.1,96,"730,614"
It Follows,2014,100,R,6.8,83,"262,988"
The Godfather Part III,1990,162,R,7.6,60,"417,400"
Rare Exports,2010,84,R,6.6,71,"31,163"
Luther: The Fallen Sun,2023,129,R,6.4,53,"60,469"
Jules,2023,87,PG-13,6.8,57,"6,717"
9 Songs,2004,71,Not Rated,4.7,43,"23,626"
El Camino Christmas,2017,89,TV-MA,5.7,,"10,342"
A Castle for Christmas,2021,98,TV-G,5.6,53,"14,782"
Chained,2012,94,R,6.4,,"20,302"
Scent of a Woman,1992,156,R,8.0,57,"321,303"
The French Dispatch,2021,107,R,7.1,74,"145,214"
Mixed Nuts,1994,97,PG-13,5.4,14,"13,022"
Marty,1955,90,Not Rated,7.7,82,"26,408"
That Touch of Mink,1962,99,Approved,6.6,,"10,622"
The Hunt,2020,90,R,6.5,50,"124,737"
Fast & Furious,2009,107,PG-13,6.5,46,"305,754"
Gran Torino,2008,116,R,8.1,72,"804,195"
Prey for the Devil,2022,93,PG-13,5.3,38,"16,543"
Witness for the Prosecution,1957,116,Approved,8.4,76,"134,243"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,PG,8.4,97,"510,529"
Casino Royale,1967,131,Approved,5.0,48,"31,890"
Wedding Crashers,2005,119,R,7.0,64,"370,957"
"Lock, Stock and Two Smoking Barrels",1998,107,R,8.1,66,"607,259"
Vicky Cristina Barcelona,2008,96,PG-13,7.1,70,"266,200"
Justice League,2017,120,PG-13,6.1,45,"472,504"
Big Fish,2003,125,PG-13,8.0,58,"454,215"
They Live,1988,94,R,7.2,55,"142,101"
Face/Off,1997,138,R,7.3,82,"394,758"
Men in Black II,2002,88,PG-13,6.2,49,"396,600"
The Running Man,1987,101,R,6.7,45,"162,809"
Burlesque,2010,119,PG-13,6.4,47,"91,536"
The Magnificent Seven,1960,128,Approved,7.7,74,"100,716"
Happy Gilmore,1996,92,PG-13,7.0,31,"242,348"
Anna,2019,118,R,6.6,40,"90,864"
Downsizing,2017,135,R,5.8,64,"120,500"
Once Upon a Time in the West,1968,166,PG-13,8.5,82,"344,270"
Beverly Hills Cop,1984,105,R,7.4,66,"196,437"
On Her Majesty's Secret Service,1969,142,PG,6.7,61,"97,686"
6 Souls,2010,112,R,6.0,28,"35,971"
Captain America: Brave New World,2025,N/A,,,,N/A
Pacific Rim,2013,131,PG-13,6.9,65,"522,830"
Constantine,2005,121,R,7.0,50,"367,344"
Hit Man,2023,113,R,7.8,82,712
Cocktail,1988,104,R,5.9,12,"90,463"
Love and Monsters,2020,109,PG-13,6.9,63,"139,428"
Birdman or (The Unexpected Virtue of Ignorance),2014,119,R,7.7,87,"656,952"
The Bourne Identity,2002,119,PG-13,7.8,68,"568,428"
Labyrinth,1986,101,PG,7.3,50,"146,547"
A.I. Artificial Intelligence,2001,146,PG-13,7.2,65,"319,375"
Warrior,2011,140,PG-13,8.1,71,"491,064"
What Happened to Monday,2017,123,TV-MA,6.8,47,"131,668"
Class,1983,98,R,6.0,33,"11,759"
Good Time,2017,102,R,7.3,80,"135,741"
You've Got Mail,1998,119,PG,6.7,57,"225,934"
Rear Window,1954,112,PG,8.5,100,"513,423"
Mystic River,2003,138,R,7.9,84,"476,791"
Cinderella,2015,105,PG,6.9,67,"187,449"
Witness,1985,112,R,7.4,76,"102,504"
The Others,2001,104,PG-13,7.6,74,"386,987"
Something from Tiffany's,2022,87,PG,6.2,46,"9,457"
Brokeback Mountain,2005,134,R,7.7,87,"375,520"
Cop Land,1997,105,R,7.0,64,"104,013"
Hercules,1997,93,G,7.3,74,"249,418"
The Parent Trap,1998,128,PG,6.6,64,"150,794"
Den of Thieves,2018,140,R,7.0,49,"120,929"
EuroTrip,2004,92,R,6.6,45,"219,294"
Insidious,2010,103,PG-13,6.8,52,"333,705"
The Last Samurai,2003,154,R,7.8,55,"462,819"
Tusk,2014,102,R,5.3,55,"61,460"
Megan Is Missing,2011,85,Not Rated,4.6,,"14,811"
Hostel,2005,94,R,5.9,55,"188,568"
Vegas Vacation,1997,93,PG,5.9,20,"52,407"
Frybread Face and Me,2023,83,TV-MA,7.2,70,643
Sonic the Hedgehog 2,2022,122,PG,6.5,47,"82,492"
Hell House LLC Origins: The Carmichael Manor,2023,98,,6.2,,"4,315"
The Village,2004,108,PG-13,6.6,44,"274,028"
House of Gucci,2021,158,R,6.6,59,"154,003"
My Girl,1991,102,PG,6.9,56,"87,106"
Phantom Thread,2017,130,R,7.4,90,"142,186"
Downfall,2004,156,R,8.2,82,"369,783"
12 Monkeys,1995,129,R,8.0,74,"638,958"
Last Holiday,2006,112,PG-13,6.6,52,"35,259"
Little Women,1994,115,PG,7.3,87,"62,320"
"Great Photo, Lovely Life",2023,112,TV-MA,7.7,,245
Blue Valentine,2010,112,R,7.3,81,"208,175"
Tomb Raider,2018,119,PG-13,6.3,48,"223,853"
Cast Away,2000,143,PG-13,7.8,73,"626,000"
About Dry Grasses,2023,197,,8.1,82,"4,807"
Planet of the Apes,1968,112,G,8.0,79,"189,521"
Stargate,1994,116,PG-13,7.0,42,"201,649"
Greyhound,2020,91,PG-13,7.0,64,"109,331"
Pirates of the Caribbean: Dead Man's Chest,2006,151,PG-13,7.4,53,"754,175"
Oblivion,2013,124,PG-13,7.0,54,"546,395"
Safe,1995,119,R,7.1,76,"16,643"
About My Father,2023,90,PG-13,5.7,39,"10,050"
Fantastic Four,2015,100,PG-13,4.3,27,"174,269"
Natural Born Killers,1994,119,R,7.2,74,"247,394"
Final Destination,2000,98,R,6.7,36,"274,289"
Robin Hood,2018,116,PG-13,5.3,32,"78,338"
Jingle Jangle: A Christmas Journey,2020,122,PG,6.5,69,"20,084"
Jigarthanda Double X,2023,172,,8.3,,"3,946"
Imitation of Life,1959,125,Not Rated,7.8,87,"17,820"
The 355,2022,122,PG-13,5.6,40,"36,020"
National Lampoon's European Vacation,1985,95,PG-13,6.2,47,"70,490"
Ad Astra,2019,123,PG-13,6.5,80,"255,399"
Chithha,2023,140,,8.3,,"2,882"
Nefarious,2023,97,R,6.4,,"20,645"
Thirteen,2003,100,R,6.8,70,"95,767"
Terminator: Dark Fate,2019,128,R,6.2,54,"189,865"
Dredd,2012,95,R,7.1,60,"289,822"
Limitless,2011,105,PG-13,7.4,59,"602,487"
The Giver,2014,97,PG-13,6.4,47,"123,949"
Looper,2012,119,R,7.4,84,"595,850"
Legends of the Fall,1994,133,R,7.5,45,"178,943"
Jailer,2023,168,,7.1,,"29,840"
There's Something About Mary,1998,119,R,7.1,69,"324,499"
The Good Son,1993,87,R,6.4,45,"44,888"
The Vaccine War,2023,161,,7.7,,"22,707"
The Devil's Advocate,1997,144,R,7.5,60,"394,759"
"Monsters, Inc.",2001,92,G,8.1,79,"959,309"
The Patriot,2000,165,R,7.2,63,"289,190"
Caddyshack,1980,98,13+,7.2,48,"125,172"
Turning Red,2022,100,PG,7.0,83,"144,460"
"Love, Rosie",2014,102,R,7.1,44,"152,352"
Spider-Man 2,2004,127,PG-13,7.5,83,"693,245"
The Descent,2005,99,R,7.2,71,"242,059"
The Kissing Booth,2018,105,TV-14,5.9,,"90,875"
This Christmas,2007,117,PG-13,6.3,63,"10,192"
The Spy Who Loved Me,1977,125,PG,7.0,55,"114,561"
Venom: Let There Be Carnage,2021,97,PG-13,5.9,49,"251,884"
Ghost,1990,127,PG-13,7.1,52,"231,284"
The Jinglebell Jubilee,2023,N/A,,5.9,,155
I Love You to Death,1990,97,R,6.4,45,"15,325"
Movie 43,2013,94,R,4.3,18,"110,808"
Freud's Last Session,2023,108,PG-13,8.5,57,87
The Courier,2020,112,PG-13,7.2,65,"70,361"
Shooter,2007,124,R,7.1,53,"350,514"
The Squad,2023,78,,2.5,,135
Dampyr,2022,109,R,5.4,,"1,496"
Sucker Punch,2011,110,PG-13,6.0,33,"249,555"
Shaun of the Dead,2004,99,R,7.9,76,"584,460"
Live Free or Die Hard,2007,128,PG-13,7.1,69,"416,900"
Dhak Dhak,2023,140,,6.5,,551
Quantum of Solace,2008,106,PG-13,6.6,58,"465,409"
Identity,2003,90,R,7.3,64,"262,915"
Mission: Impossible - Ghost Protocol,2011,132,PG-13,7.4,73,"521,228"
Mary Poppins,1964,139,G,7.8,88,"182,529"
Friday,1995,91,R,7.2,54,"122,134"
Rebel Without a Cause,1955,111,PG-13,7.6,89,"96,445"
RED,2010,111,PG-13,7.0,60,"320,303"
The Book of Eli,2010,118,R,6.8,53,"334,170"
Carrie,1976,98,R,7.4,86,"202,867"
Love Machine,2016,79,,3.9,,986
My Cousin Vinny,1992,120,R,7.6,68,"137,060"
Fifty Shades Freed,2018,105,R,4.5,31,"71,964"
I'm Thinking of Ending Things,2020,134,R,6.6,78,"97,275"
I Spit on Your Grave,2010,108,R,6.2,27,"91,179"
Kiss Kiss Bang Bang,2005,103,R,7.5,72,"234,694"
Stripes,1981,106,R,6.8,68,"78,641"
Extraction,2020,116,R,6.8,56,"255,144"
The Hobbit: The Battle of the Five Armies,2014,144,PG-13,7.4,59,"560,471"
Fantastic Beasts: The Crimes of Grindelwald,2018,134,PG-13,6.5,52,"302,334"
See You on Venus,2023,94,,5.9,,"1,995"
Bridesmaids,2011,125,R,6.8,75,"305,410"
The Quiet Girl,2022,95,PG-13,7.7,89,"19,117"
I'll Be Home for Christmas,1998,86,PG,5.5,,"11,525"
Night at the Museum,2006,108,PG,6.5,48,"370,283"
American Graffiti,1973,110,PG,7.4,97,"96,717"
Brothers,2009,105,R,7.1,58,"141,942"
"What's Up, Doc?",1972,94,G,7.7,73,"26,289"
District 9,2009,112,R,7.9,81,"707,693"
Don't Tell Mom the Babysitter's Dead,1991,102,PG-13,6.3,35,"37,001"
Wonder,2017,113,PG,7.9,66,"174,906"
Maid in Manhattan,2002,105,PG-13,5.4,45,"94,793"
Hannibal,2001,131,R,6.8,57,"288,602"
Rush,2013,123,R,8.1,74,"504,257"
My Neighbor Totoro,1988,86,G,8.1,86,"367,490"
Lord of Misrule,2023,104,,6.5,52,103
Anastasia,1997,94,G,7.1,61,"133,296"
Justice League: Crisis on Infinite Earths - Part One,2024,93,PG-13,,,N/A
King Arthur: Legend of the Sword,2017,126,PG-13,6.7,41,"228,519"
Alien³,1992,114,R,6.4,59,"314,708"
I Saw the Devil,2010,144,Not Rated,7.8,67,"142,584"
Pieces of a Woman,2020,126,R,7.0,66,"54,996"
Polar,2019,118,TV-MA,6.3,19,"97,003"
Bombshell,2019,109,R,6.8,64,"124,305"
The House That Jack Built,2018,152,R,6.8,42,"88,267"
Manodrome,2023,95,R,4.8,48,"1,760"
Valerian and the City of a Thousand Planets,2017,136,PG-13,6.4,51,"193,709"
Sharper,2023,116,R,6.7,65,"27,503"
The Whole Nine Yards,2000,98,R,6.7,47,"127,492"
The Gift,2015,108,R,7.0,77,"168,419"
The Power of the Dog,2021,126,R,6.8,89,"189,420"
Prancer,1989,103,G,6.4,,"6,111"
Ruby Gillman: Teenage Kraken,2023,91,PG,5.7,50,"8,178"
Eden Lake,2008,91,R,6.7,65,"92,669"
The Graduate,1967,106,PG,8.0,83,"285,221"
The Hunt for Red October,1990,135,PG,7.5,58,"210,954"
Wild Things,1998,108,R,6.6,52,"128,135"
Planet Terror,2007,105,R,7.0,,"220,428"
Hot Tub Time Machine,2010,99,R,6.4,63,"183,734"
After We Collided,2020,105,R,5.0,14,"36,801"
Reality,2023,83,TV-MA,6.7,83,"14,638"
The Magnificent Seven,2016,132,PG-13,6.9,54,"224,680"
Black Crab,2022,114,TV-MA,5.7,54,"25,359"
Friends with Benefits,2011,109,R,6.5,63,"388,607"
The Stranger,2022,117,TV-MA,6.6,74,"24,930"
Seven Samurai,1954,207,Not Rated,8.6,98,"361,046"
Avengers: Age of Ultron,2015,141,PG-13,7.3,66,"907,142"
Ender's Game,2013,114,PG-13,6.6,51,"250,852"
Star Wars: Episode II - Attack of the Clones,2002,142,PG,6.6,54,"745,906"
"I, Tonya",2017,119,R,7.5,77,"236,662"
The Change-Up,2011,112,R,6.3,39,"193,127"
Weird Science,1985,94,PG-13,6.6,46,"95,683"
Spaceballs,1987,96,PG,7.1,46,"202,954"
Some Like It Hot,1959,121,Passed,8.2,98,"279,228"
All Things Fair,1995,130,Unrated,6.8,,"7,362"
RoboCop,2014,117,PG-13,6.1,52,"237,301"
Desperation Road,2023,112,R,5.7,,"2,205"
Rescuing Christmas,2023,84,,6.7,,127
The Little Rascals,1994,82,PG,6.3,45,"54,925"
Clear and Present Danger,1994,141,PG-13,6.9,74,"106,208"
Old School,2003,88,R,7.0,54,"240,705"
The Man from U.N.C.L.E.,2015,116,PG-13,7.2,56,"327,001"
GoldenEye,1995,130,PG-13,7.2,65,"267,311"
The Invisible Man,2020,124,R,7.1,72,"248,420"
Rio Bravo,1959,141,Passed,8.0,93,"66,944"
A River Runs Through It,1992,123,PG,7.2,68,"64,326"
Hidden,2015,84,R,6.4,,"24,831"
The Adam Project,2022,106,PG-13,6.7,55,"223,761"
Guardians of the Galaxy Vol. 2,2017,136,PG-13,7.6,67,"743,462"
Bad Times at the El Royale,2018,141,R,7.1,60,"161,342"
FernGully: The Last Rainforest,1992,76,G,6.5,67,"33,152"
The Machine,2023,112,R,5.8,37,"13,470"
The Dictator,2012,83,R,6.4,58,"328,422"
Dawn of the Dead,2004,101,R,7.3,59,"267,780"
True Lies,1994,141,R,7.3,63,"275,794"
Little Darlings,1980,96,R,6.5,45,"6,310"
Sonic the Hedgehog,2020,99,PG,6.5,47,"154,756"
Paradise,2023,117,TV-MA,6.3,,"17,034"
Ice Age,2002,81,PG,7.5,61,"508,085"
X-Men: Days of Future Past,2014,132,PG-13,7.9,75,"736,271"
Instant Family,2018,118,PG-13,7.3,57,"116,581"
Furious 7,2015,137,PG-13,7.1,67,"409,312"
"Silent Night, Deadly Night",1984,79,R,5.8,31,"18,048"
Bad Teacher,2011,92,R,5.6,47,"210,488"
Control,2023,N/A,,,,N/A
Octopussy,1983,131,PG,6.5,63,"111,424"
Sympathy for the Devil,2023,90,,5.5,54,"6,937"
The Platform,2019,94,TV-MA,7.0,73,"261,033"
Elf Me,2023,99,,5.2,,474
Mission: Impossible II,2000,123,PG-13,6.1,59,"371,232"
A Christmas Prince,2017,92,TV-PG,5.8,,"21,356"
Miss Peregrine's Home for Peculiar Children,2016,127,PG-13,6.7,57,"184,920"
Darkest Hour,2017,125,PG-13,7.4,75,"215,925"
Fitzwilly,1967,102,Not Rated,6.6,,"1,959"
Austin Powers: International Man of Mystery,1997,89,PG-13,7.0,51,"253,265"
Sleepers,1996,147,R,7.5,49,"234,368"
Purple Hearts,2022,122,TV-14,6.7,30,"48,397"
Possession,1981,124,R,7.3,75,"40,576"
Winter's Bone,2010,100,R,7.1,90,"148,352"
Cape Fear,1991,128,R,7.3,73,"211,719"
Wingwomen,2023,116,TV-MA,5.6,54,"4,742"
They Cloned Tyrone,2023,122,R,6.6,74,"34,965"
The Conference,2023,100,TV-MA,5.8,,"9,238"
Lawrence of Arabia,1962,218,Approved,8.3,100,"308,471"
Boxing Helena,1993,107,R,4.7,25,"12,941"
Red Notice,2021,118,PG-13,6.3,37,"308,040"
I Believe in Santa,2022,89,PG,4.5,,"3,888"
X-Men Origins: Wolverine,2009,107,PG-13,6.5,40,"523,878"
Run,2020,90,PG-13,6.7,67,"92,218"
Ace Ventura: Pet Detective,1994,86,PG-13,6.9,37,"319,392"
How to Lose a Guy in 10 Days,2003,116,PG-13,6.5,45,"261,620"
Fallen Angels,1995,99,Not Rated,7.6,71,"48,187"
The Intern,2015,121,PG-13,7.1,51,"268,741"
Enemy,2013,91,R,6.9,61,"209,084"
It Lives Inside,2023,99,PG-13,5.2,50,"4,809"
Concrete Utopia,2023,130,Not Rated,6.7,73,"2,891"
That's My Boy,2012,116,R,5.5,31,"106,892"
The Prince of Egypt,1998,99,PG,7.2,64,"142,807"
Beautiful Disaster,2023,96,R,5.3,,"9,483"
The Sitter,2011,81,R,5.6,39,"72,186"
Fresh,2022,114,R,6.7,67,"70,244"
Last Tango in Paris,1972,129,NC-17,6.9,77,"57,318"
How It Ends,2018,113,TV-MA,5.0,36,"56,918"
All-Time High,2023,101,TV-MA,5.7,,"1,271"
Captain Fantastic,2016,118,R,7.8,72,"230,858"
Silence,2016,161,R,7.2,79,"120,485"
Sweeney Todd: The Demon Barber of Fleet Street,2007,116,R,7.3,83,"382,617"
Fast Five,2011,130,PG-13,7.3,66,"401,417"
Sick of Myself,2022,97,,7.1,71,"11,346"
Toy Story 3,2010,103,G,8.3,92,"877,490"
Blood Diamond,2006,143,R,8.0,64,"576,827"
The Addams Family,1991,99,PG-13,6.9,57,"176,843"
Straight Outta Compton,2015,147,R,7.8,72,"214,582"
Maze Runner: The Death Cure,2018,143,PG-13,6.2,50,"156,922"
The Accountant,2016,128,R,7.3,51,"312,858"
Blazing Saddles,1974,93,R,7.7,73,"148,572"
The Princess Diaries,2001,115,G,6.4,52,"159,671"
Doctor Strange,2016,115,PG-13,7.5,72,"788,797"
Baghead,2023,N/A,,,,N/A
Bihter,2023,113,,3.6,,"3,133"
A Christmas Horror Story,2015,99,Not Rated,5.8,49,"11,904"
Boiling Point,2021,92,R,7.5,73,"39,175"
Source Code,2011,93,PG-13,7.5,74,"542,104"
Spider-Man: Far from Home,2019,129,PG-13,7.4,69,"539,682"
Sleepy Hollow,1999,105,R,7.3,65,"379,131"
The Count of Monte Cristo,2002,131,PG-13,7.7,61,"146,283"
One Life,2023,110,,7.5,67,336
Rudy,1993,114,PG,7.5,71,"67,768"
Bring It On,2000,98,PG-13,6.1,52,"103,277"
Willy's Wonderland,2021,88,TV-MA,5.5,44,"36,783"
A Quiet Place: Day One,2024,N/A,,,,N/A
The Mule,2018,116,R,7.0,58,"148,915"
A Few Good Men,1992,138,R,7.7,62,"281,510"
The Chronicles of Narnia: Prince Caspian,2008,150,PG,6.5,62,"221,634"
Captain America: Civil War,2016,147,PG-13,7.8,75,"834,413"
Immortals,2011,110,R,6.0,46,"174,814"
Terminator Genisys,2015,126,PG-13,6.3,38,"289,652"
Capernaum,2018,126,R,8.4,75,"101,328"
Primal,2019,97,R,4.9,32,"10,659"
Magnolia,1999,188,R,8.0,78,"324,792"
The Predator,2018,107,R,5.3,48,"141,075"
You People,2023,117,R,5.5,50,"60,822"
It Chapter Two,2019,169,R,6.5,58,"293,920"
Gifted,2017,101,PG-13,7.6,60,"127,340"
The Twilight Saga: Breaking Dawn - Part 1,2011,117,PG-13,4.9,45,"250,998"
Mission: Impossible III,2006,126,PG-13,6.9,66,"384,417"
The Wraith,1986,93,PG-13,5.9,39,"18,627"
Grand Jeté,2022,105,Unrated,5.0,,667
Porky's,1981,94,R,6.2,40,"45,071"
Below Her Mouth,2016,94,Not Rated,5.5,42,"13,938"
The King's Speech,2010,118,R,8.0,88,"701,054"
Desire,2011,103,Not Rated,5.4,,"8,501"
Teen Wolf: The Movie,2023,140,TV-MA,5.5,51,"13,511"
9½ Weeks,1986,117,R,5.9,50,"43,214"
Million Dollar Baby,2004,132,PG-13,8.1,86,"712,380"
The Adventures of Sharkboy and Lavagirl 3-D,2005,93,PG,3.7,38,"41,377"
Twister,1996,113,PG-13,6.5,68,"208,587"
Batman & Robin,1997,125,PG-13,3.8,28,"264,968"
Ava,2020,96,R,5.4,39,"61,297"
Conan the Barbarian,1982,129,R,6.9,43,"159,520"
The Aviator,2004,170,PG-13,7.5,77,"379,028"
Salaar,2023,175,,,,N/A
Landscape with Invisible Hand,2023,105,R,5.9,53,"2,045"
Zero Dark Thirty,2012,157,R,7.4,95,"314,739"
The Sweet East,2023,104,,6.9,61,396
Women Talking,2022,104,PG-13,6.9,78,"38,539"
We Bought a Zoo,2011,124,PG,7.0,58,"149,824"
Raging Bull,1980,129,R,8.1,90,"373,118"
Jerry Maguire,1996,139,R,7.3,77,"282,259"
Gods of Egypt,2016,127,PG-13,5.4,25,"123,701"
Riddick,2013,119,R,6.4,49,"175,769"
Marriage Story,2019,137,R,7.9,94,"336,989"
Rush Hour,1998,98,PG-13,7.0,60,"288,430"
Ocean's Twelve,2004,125,PG-13,6.5,58,"408,373"
Commando,1985,90,R,6.7,51,"171,759"
Portrait of a Lady on Fire,2019,122,R,8.1,95,"105,043"
Die Another Day,2002,133,PG-13,6.1,56,"226,782"
Perfume: The Story of a Murderer,2006,147,R,7.5,56,"262,463"
Sherlock Holmes,2009,128,PG-13,7.6,57,"660,399"
IF,2024,N/A,,,,N/A
Flora and Son,2023,97,R,7.0,76,"9,569"
The Woman King,2022,135,PG-13,6.9,77,"69,703"
In the Mood for Love,2000,98,PG,8.1,87,"162,575"
The Ministry of Ungentlemanly Warfare,2024,N/A,,,,N/A
Ben-Hur,2016,123,PG-13,5.7,38,"46,014"
Demolition,2015,101,R,7.0,49,"108,308"
Incredibles 2,2018,118,PG,7.6,80,"322,071"
Ghost in the Shell,2017,107,PG-13,6.3,52,"225,045"
Arjun Reddy,2017,182,Not Rated,8.0,,"27,087"
After Death,2023,108,PG-13,6.2,22,"1,088"
Borat,2006,84,R,7.4,89,"433,932"
Van Helsing,2004,131,PG-13,6.1,35,"280,526"
The Piano Teacher,2001,131,R,7.5,79,"69,890"
Blended,2014,117,PG-13,6.5,31,"141,366"
Cloverfield,2008,85,PG-13,7.0,64,"415,433"
Holiday,1938,95,Passed,7.7,,"17,671"
Red Dragon,2002,124,R,7.2,60,"287,002"
The Master,2012,138,R,7.1,86,"183,678"
Sinister,2012,110,R,6.8,53,"274,088"
Ezra,2023,100,R,7.6,,99
I Am Number Four,2011,111,PG-13,6.1,36,"244,352"
Big,1988,104,PG,7.3,73,"235,875"
Mortal Kombat,1995,101,PG-13,5.8,60,"123,272"
The Matrix Reloaded,2003,138,R,7.2,62,"620,907"
Naked Lunch,1991,115,R,6.9,67,"55,578"
Valentine's Day,2010,125,PG-13,5.7,34,"123,730"
Pleasure,2021,109,R,6.4,75,"21,288"
Escape from New York,1981,99,R,7.1,76,"153,658"
The Twilight Saga: Breaking Dawn - Part 2,2012,115,PG-13,5.5,52,"259,434"
Under the Silver Lake,2018,139,R,6.5,60,"49,226"
Sausage Party,2016,89,R,6.1,66,"206,639"
The Founder,2016,115,PG-13,7.2,66,"170,694"
The Craft,1996,101,R,6.4,55,"105,273"
Ocean's Eight,2018,110,PG-13,6.3,61,"236,833"
All I Desire,1953,80,Approved,7.0,,"2,351"
Pitch Black,2000,109,R,7.0,49,"250,580"
Peter Pan,2003,113,PG,6.8,64,"78,885"
99 Moons,2022,110,Unrated,5.2,,"2,272"
Coup de chance,2023,93,PG-13,6.6,61,"2,161"
The Amazing Spider-Man,2012,136,PG-13,6.9,66,"690,222"
Speed,1994,116,R,7.3,78,"384,903"
The Man Who Came to Dinner,1941,112,Not Rated,7.5,71,"8,671"
Beauty and the Beast,1991,84,G,8.0,95,"473,580"
